"replicate","prior","correlation","mse","centers"
"3","proportions",-0.7,0.596714986943745,"5"
"3","proportions",-0.6,0.73412889379567,"5"
"3","proportions",-0.5,0.842188058092894,"5"
"3","proportions",-0.4,0.931700512047964,"5"
"3","proportions",-0.3,1.00098053947507,"5"
"3","proportions",-0.2,1.03813516065888,"5"
"3","proportions",-0.1,1.03315645576151,"5"
"3","proportions",0,1.02499318265987,"5"
"3","proportions",0.1,1.02624450615219,"5"
"3","proportions",0.2,1.03374335053855,"5"
"3","proportions",0.3,1.00262693569024,"5"
"3","proportions",0.4,0.930796445415863,"5"
"3","proportions",0.5,0.839662742814788,"5"
"3","proportions",0.6,0.719815581936213,"5"
"3","proportions",0.7,0.582372668921868,"5"
"3","proportions",0.8,0.425740451647087,"5"
"3","proportions",0.9,0.254040716839839,"5"
"3","proportions",1,0.0821669298131835,"5"
"4","equal",-1,1.00701286021658,"1"
"4","equal",-0.9,1.00410923003606,"1"
"4","equal",-0.8,1.00241279861333,"1"
"4","equal",-0.7,1.00093831311917,"1"
"4","equal",-0.6,0.999589467742738,"1"
"4","equal",-0.5,0.998328711580508,"1"
"4","equal",-0.4,0.997136962167814,"1"
"4","equal",-0.3,0.996003248211051,"1"
"4","equal",-0.2,0.994920914494199,"1"
"4","equal",-0.1,0.993885953552113,"1"
"4","equal",0,0.992896205863628,"1"
"4","equal",0.1,0.991950988047853,"1"
"4","equal",0.2,0.991050983485679,"1"
"4","equal",0.3,0.990198351698271,"1"
"4","equal",0.4,0.989397100150773,"1"
"4","equal",0.5,0.988653884059208,"1"
"4","equal",0.6,0.987979674717178,"1"
"4","equal",0.7,0.987393554589348,"1"
"4","equal",0.8,0.986933074579249,"1"
"4","equal",0.9,0.986694540497723,"1"
"4","equal",1,0.987663205173981,"1"
"4","equal",-1,0.368307232757569,"2"
"4","equal",-0.9,0.497332427806751,"2"
"4","equal",-0.8,0.617105779367266,"2"
"4","equal",-0.7,0.740362986556223,"2"
"4","equal",-0.6,0.862171469793429,"2"
"4","equal",-0.5,0.983657964758834,"2"
"4","equal",-0.4,1.12307624028244,"2"
"4","equal",-0.3,1.25193150877928,"2"
"4","equal",-0.2,1.38752003737963,"2"
"4","equal",-0.1,1.51343140578024,"2"
"4","equal",0,1.63999629352843,"2"
"4","equal",0.1,1.51619792745863,"2"
"4","equal",0.2,1.39270439521362,"2"
"4","equal",0.3,1.26182717829579,"2"
"4","equal",0.4,1.13791035819931,"2"
"4","equal",0.5,1.01152341155323,"2"
"4","equal",0.6,0.889335228021203,"2"
"4","equal",0.7,0.767881930291276,"2"
"4","equal",0.8,0.624297196797394,"2"
"4","equal",0.9,0.49408255916314,"2"
"4","equal",1,0.358421099025832,"2"
"4","equal",-1,0.18908230668918,"3"
"4","equal",-0.9,0.360387912637009,"3"
"4","equal",-0.8,0.549556606863255,"3"
"4","equal",-0.7,0.762015445472563,"3"
"4","equal",-0.6,0.97802342881659,"3"
"4","equal",-0.5,1.20309340485886,"3"
"4","equal",-0.4,1.44161375719239,"3"
"4","equal",-0.3,1.71092565822791,"3"
"4","equal",-0.2,1.97407720925361,"3"
"4","equal",-0.1,2.25171477802978,"3"
"4","equal",0,2.49281899681536,"3"
"4","equal",0.1,2.22636994414323,"3"
"4","equal",0.2,1.97493076682398,"3"
"4","equal",0.3,1.73139437579856,"3"
"4","equal",0.4,1.47404913281032,"3"
"4","equal",0.5,1.22939414963311,"3"
"4","equal",0.6,0.997868756018331,"3"
"4","equal",0.7,0.771005587635556,"3"
"4","equal",0.8,0.558147488680809,"3"
"4","equal",0.9,0.368104085916252,"3"
"4","equal",1,0.191871480571264,"3"
"4","equal",-1,0.117543077816853,"4"
"4","equal",-0.9,0.307193048870672,"4"
"4","equal",-0.8,0.525128058319037,"4"
"4","equal",-0.7,0.783776460922916,"4"
"4","equal",-0.6,1.06784949303438,"4"
"4","equal",-0.5,1.38584778642202,"4"
"4","equal",-0.4,1.71663520720002,"4"
"4","equal",-0.3,2.08490458360358,"4"
"4","equal",-0.2,2.4971090028513,"4"
"4","equal",-0.1,2.90391988087795,"4"
"4","equal",0,3.30475214164091,"4"
"4","equal",0.1,2.90673821661616,"4"
"4","equal",0.2,2.52129640493993,"4"
"4","equal",0.3,2.12616334153223,"4"
"4","equal",0.4,1.76523923423747,"4"
"4","equal",0.5,1.42756179769621,"4"
"4","equal",0.6,1.11635035508247,"4"
"4","equal",0.7,0.820319835504678,"4"
"4","equal",0.8,0.548928451884665,"4"
"4","equal",0.9,0.313804868265388,"4"
"4","equal",1,0.119461700086819,"4"
"4","equal",-1,0.0793334912090299,"5"
"4","equal",-0.9,0.280815544794152,"5"
"4","equal",-0.8,0.532896053621668,"5"
"4","equal",-0.7,0.818633780279607,"5"
"4","equal",-0.6,1.16630893174087,"5"
"4","equal",-0.5,1.55484985770834,"5"
"4","equal",-0.4,1.98681101255022,"5"
"4","equal",-0.3,2.44041811667058,"5"
"4","equal",-0.2,2.95796736126642,"5"
"4","equal",-0.1,3.49919206223933,"5"
"4","equal",0,2.4809279743195,"5"
"4","equal",0.1,3.45223053747858,"5"
"4","equal",0.2,2.96273421554353,"5"
"4","equal",0.3,2.50171131946923,"5"
"4","equal",0.4,2.04001361798433,"5"
"4","equal",0.5,1.59606965271835,"5"
"4","equal",0.6,1.19835730270852,"5"
"4","equal",0.7,0.850700520447722,"5"
"4","equal",0.8,0.538845660511538,"5"
"4","equal",0.9,0.286633162896419,"5"
"4","equal",1,0.0821012745429291,"5"
"4","proportions",-1,1.00701286021658,"1"
"4","proportions",-0.9,1.00410923003606,"1"
"4","proportions",-0.8,1.00241279861333,"1"
"4","proportions",-0.7,1.00093831311917,"1"
"4","proportions",-0.6,0.999589467742738,"1"
"4","proportions",-0.5,0.998328711580508,"1"
"4","proportions",-0.4,0.997136962167814,"1"
"4","proportions",-0.3,0.996003248211051,"1"
"4","proportions",-0.2,0.994920914494199,"1"
"4","proportions",-0.1,0.993885953552113,"1"
"4","proportions",0,0.992896205863628,"1"
"4","proportions",0.1,0.991950988047853,"1"
"4","proportions",0.2,0.991050983485679,"1"
"4","proportions",0.3,0.990198351698271,"1"
"4","proportions",0.4,0.989397100150773,"1"
"4","proportions",0.5,0.988653884059208,"1"
"4","proportions",0.6,0.987979674717178,"1"
"4","proportions",0.7,0.987393554589348,"1"
"4","proportions",0.8,0.986933074579249,"1"
"4","proportions",0.9,0.986694540497723,"1"
"4","proportions",1,0.987663205173981,"1"
"4","proportions",-1,0.368359809628279,"2"
"4","proportions",-0.9,0.49653418385652,"2"
"4","proportions",-0.8,0.617831471269796,"2"
"4","proportions",-0.7,0.740522098010108,"2"
"4","proportions",-0.6,0.859989949681306,"2"
"4","proportions",-0.5,0.983657964758834,"2"
"4","proportions",-0.4,1.12321192350449,"2"
"4","proportions",-0.3,1.25337986835747,"2"
"4","proportions",-0.2,1.39004426857624,"2"
"4","proportions",-0.1,1.50995009292824,"2"
"4","proportions",0,1.63438170770631,"2"
"4","proportions",0.1,1.50635012079187,"2"
"4","proportions",0.2,1.38509345111012,"2"
"4","proportions",0.3,1.26084064940839,"2"
"4","proportions",0.4,1.13600568723549,"2"
"4","proportions",0.5,1.01082851488466,"2"
"4","proportions",0.6,0.888225060697478,"2"
"4","proportions",0.7,0.76652488242274,"2"
"4","proportions",0.8,0.624002143335788,"2"
"4","proportions",0.9,0.493734486674664,"2"
"4","proportions",1,0.358443426050976,"2"
"4","proportions",-1,0.194260601747658,"3"
"4","proportions",-0.9,0.346441154951883,"3"
"4","proportions",-0.8,0.495099980498564,"3"
"4","proportions",-0.7,0.630656309786992,"3"
"4","proportions",-0.6,0.759686493840532,"3"
"4","proportions",-0.5,0.861488801181995,"3"
"4","proportions",-0.4,0.946369549995978,"3"
"4","proportions",-0.3,0.997135761120245,"3"
"4","proportions",-0.2,0.997702432436265,"3"
"4","proportions",-0.1,0.994314495109547,"3"
"4","proportions",0,0.992950403276143,"3"
"4","proportions",0.1,0.991834432121634,"3"
"4","proportions",0.2,0.993853432908491,"3"
"4","proportions",0.3,1.00417041839861,"3"
"4","proportions",0.4,0.977372420007795,"3"
"4","proportions",0.5,0.901745710700815,"3"
"4","proportions",0.6,0.786756337282838,"3"
"4","proportions",0.7,0.653353585156569,"3"
"4","proportions",0.8,0.508448988048567,"3"
"4","proportions",0.9,0.356016632607755,"3"
"4","proportions",1,0.197201362336938,"3"
"4","proportions",-1,0.120859542189028,"4"
"4","proportions",-0.9,0.285632064478073,"4"
"4","proportions",-0.8,0.439561534719308,"4"
"4","proportions",-0.7,0.588517408602988,"4"
"4","proportions",-0.6,0.718968022155455,"4"
"4","proportions",-0.5,0.82198840951983,"4"
"4","proportions",-0.4,0.91480783988334,"4"
"4","proportions",-0.3,0.986919894828793,"4"
"4","proportions",-0.2,1.0591646188476,"4"
"4","proportions",-0.1,1.12303853396908,"4"
"4","proportions",0,1.21069648084241,"4"
"4","proportions",0.1,1.13321407148248,"4"
"4","proportions",0.2,1.05860445523471,"4"
"4","proportions",0.3,0.995220193316644,"4"
"4","proportions",0.4,0.921674178951171,"4"
"4","proportions",0.5,0.83839008571274,"4"
"4","proportions",0.6,0.731784424976015,"4"
"4","proportions",0.7,0.605933467024844,"4"
"4","proportions",0.8,0.452654458237974,"4"
"4","proportions",0.9,0.290104328258564,"4"
"4","proportions",1,0.122741837827529,"4"
"4","proportions",-1,0.0812928170429303,"5"
"4","proportions",-0.9,0.255315590302455,"5"
"4","proportions",-0.8,0.42404452398021,"5"
"4","proportions",-0.7,0.571188604620012,"5"
"4","proportions",-0.6,0.709040726174406,"5"
"4","proportions",-0.5,0.814181696673786,"5"
"4","proportions",-0.4,0.89924364220772,"5"
"4","proportions",-0.3,0.961075457057862,"5"
"4","proportions",-0.2,0.995057352232481,"5"
"4","proportions",-0.1,0.999372566780508,"5"
"4","proportions",0,0.992998024596927,"5"
"4","proportions",0.1,0.993570969658434,"5"
"4","proportions",0.2,1.02147530566567,"5"
"4","proportions",0.3,0.988434529915713,"5"
"4","proportions",0.4,0.914797810496676,"5"
"4","proportions",0.5,0.823607013104611,"5"
"4","proportions",0.6,0.713661579222883,"5"
"4","proportions",0.7,0.580922423534792,"5"
"4","proportions",0.8,0.426421954609434,"5"
"4","proportions",0.9,0.26212758169915,"5"
"4","proportions",1,0.0837004733989874,"5"
"5","equal",-1,1.00866028928045,"1"
"5","equal",-0.9,1.01385263652491,"1"
"5","equal",-0.8,1.01607031583048,"1"
"5","equal",-0.7,1.01774109643055,"1"
"5","equal",-0.6,1.0191022862299,"1"
"5","equal",-0.5,1.0202464147048,"1"
"5","equal",-0.4,1.02122050310628,"1"
"5","equal",-0.3,1.02205158588505,"1"
"5","equal",-0.2,1.02275606221118,"1"
"5","equal",-0.1,1.02334380691101,"1"
"5","equal",0,1.02382014127759,"1"
"5","equal",0.1,1.02418674923514,"1"
"5","equal",0.2,1.02444194685944,"1"
"5","equal",0.3,1.02458041285743,"1"
"5","equal",0.4,1.02459227240279,"1"
"5","equal",0.5,1.02446112632544,"1"
"5","equal",0.6,1.02415994017467,"1"
"5","equal",0.7,1.02364169269945,"1"
"5","equal",0.8,1.0228138544235,"1"
"5","equal",0.9,1.02143911744206,"1"
"5","equal",1,1.01708971252172,"1"
"5","equal",-1,0.369926515424357,"2"
"5","equal",-0.9,0.499448223811545,"2"
"5","equal",-0.8,0.630632469325887,"2"
"5","equal",-0.7,0.759457354579755,"2"
"5","equal",-0.6,0.882817386673764,"2"
"5","equal",-0.5,1.00774388233133,"2"
"5","equal",-0.4,1.14606956055701,"2"
"5","equal",-0.3,1.28232485307564,"2"
"5","equal",-0.2,1.40847509937538,"2"
"5","equal",-0.1,1.52595539955661,"2"
"5","equal",0,1.66525875402977,"2"
"5","equal",0.1,1.52169662441247,"2"
"5","equal",0.2,1.3912394286079,"2"
"5","equal",0.3,1.26106933924782,"2"
"5","equal",0.4,1.13483077413476,"2"
"5","equal",0.5,1.00188359178148,"2"
"5","equal",0.6,0.872009883226263,"2"
"5","equal",0.7,0.749482420692903,"2"
"5","equal",0.8,0.625976129450071,"2"
"5","equal",0.9,0.501434608701954,"2"
"5","equal",1,0.371060910352426,"2"
"5","equal",-1,0.193083930973794,"3"
"5","equal",-0.9,0.368999085658819,"3"
"5","equal",-0.8,0.563096389601547,"3"
"5","equal",-0.7,0.762296804059887,"3"
"5","equal",-0.6,0.986884350552787,"3"
"5","equal",-0.5,1.22354124724715,"3"
"5","equal",-0.4,1.45840135629251,"3"
"5","equal",-0.3,1.71058685480356,"3"
"5","equal",-0.2,1.97957196941463,"3"
"5","equal",-0.1,2.26887977902328,"3"
"5","equal",0,2.5411151062657,"3"
"5","equal",0.1,2.26405354199696,"3"
"5","equal",0.2,1.98424530292655,"3"
"5","equal",0.3,1.71737918653457,"3"
"5","equal",0.4,1.45642233203249,"3"
"5","equal",0.5,1.21167916924175,"3"
"5","equal",0.6,0.986279561007077,"3"
"5","equal",0.7,0.762152701212463,"3"
"5","equal",0.8,0.554623941988935,"3"
"5","equal",0.9,0.365659835843804,"3"
"5","equal",1,0.19535073527265,"3"
"5","equal",-1,0.119587924354696,"4"
"5","equal",-0.9,0.308825358332101,"4"
"5","equal",-0.8,0.537683291273152,"4"
"5","equal",-0.7,0.798232558354263,"4"
"5","equal",-0.6,1.0805241137003,"4"
"5","equal",-0.5,1.38108886389677,"4"
"5","equal",-0.4,1.71077007395017,"4"
"5","equal",-0.3,2.09132279193484,"4"
"5","equal",-0.2,2.47967598458262,"4"
"5","equal",-0.1,2.8729589670501,"4"
"5","equal",0,2.20302729533428,"4"
"5","equal",0.1,2.9016743760519,"4"
"5","equal",0.2,2.49945352572707,"4"
"5","equal",0.3,2.11669587442407,"4"
"5","equal",0.4,1.74166701898322,"4"
"5","equal",0.5,1.41132127938726,"4"
"5","equal",0.6,1.07730769018734,"4"
"5","equal",0.7,0.7872038695618,"4"
"5","equal",0.8,0.535301703605131,"4"
"5","equal",0.9,0.317491863914734,"4"
"5","equal",1,0.120541325523701,"4"
"5","equal",-1,0.0828401998343572,"5"
"5","equal",-0.9,0.285994802061369,"5"
"5","equal",-0.8,0.524785943570767,"5"
"5","equal",-0.7,0.816311908136655,"5"
"5","equal",-0.6,1.15539390034396,"5"
"5","equal",-0.5,1.54097307364634,"5"
"5","equal",-0.4,1.96224941515691,"5"
"5","equal",-0.3,2.41457588725227,"5"
"5","equal",-0.2,2.91752372359311,"5"
"5","equal",-0.1,3.42895977588572,"5"
"5","equal",0,2.72116023846807,"5"
"5","equal",0.1,3.42347875076013,"5"
"5","equal",0.2,2.90133665418336,"5"
"5","equal",0.3,2.41939529975963,"5"
"5","equal",0.4,1.95371597636886,"5"
"5","equal",0.5,1.53962531444104,"5"
"5","equal",0.6,1.14740672734035,"5"
"5","equal",0.7,0.81917958552465,"5"
"5","equal",0.8,0.530614373409037,"5"
"5","equal",0.9,0.280880310575027,"5"
"5","equal",1,0.0805332507956401,"5"
"5","proportions",-1,1.00866028928045,"1"
"5","proportions",-0.9,1.01385263652491,"1"
"5","proportions",-0.8,1.01607031583048,"1"
"5","proportions",-0.7,1.01774109643055,"1"
"5","proportions",-0.6,1.0191022862299,"1"
"5","proportions",-0.5,1.0202464147048,"1"
"5","proportions",-0.4,1.02122050310628,"1"
"5","proportions",-0.3,1.02205158588505,"1"
"5","proportions",-0.2,1.02275606221118,"1"
"5","proportions",-0.1,1.02334380691101,"1"
"5","proportions",0,1.02382014127759,"1"
"5","proportions",0.1,1.02418674923514,"1"
"5","proportions",0.2,1.02444194685944,"1"
"5","proportions",0.3,1.02458041285743,"1"
"5","proportions",0.4,1.02459227240279,"1"
"5","proportions",0.5,1.02446112632544,"1"
"5","proportions",0.6,1.02415994017467,"1"
"5","proportions",0.7,1.02364169269945,"1"
"5","proportions",0.8,1.0228138544235,"1"
"5","proportions",0.9,1.02143911744206,"1"
"5","proportions",1,1.01708971252172,"1"
"5","proportions",-1,0.369926515424357,"2"
"5","proportions",-0.9,0.500552392202355,"2"
"5","proportions",-0.8,0.629592094451386,"2"
"5","proportions",-0.7,0.758889354256311,"2"
"5","proportions",-0.6,0.884486185888193,"2"
"5","proportions",-0.5,1.00633254233973,"2"
"5","proportions",-0.4,1.1458966544059,"2"
"5","proportions",-0.3,1.2670539171289,"2"
"5","proportions",-0.2,1.40177581414805,"2"
"5","proportions",-0.1,1.53390924015357,"2"
"5","proportions",0,1.62628818430791,"2"
"5","proportions",0.1,1.53875425385421,"2"
"5","proportions",0.2,1.40077881408475,"2"
"5","proportions",0.3,1.26343858073008,"2"
"5","proportions",0.4,1.1313243611813,"2"
"5","proportions",0.5,1.0071332874311,"2"
"5","proportions",0.6,0.872485812607437,"2"
"5","proportions",0.7,0.751878390552249,"2"
"5","proportions",0.8,0.625894288849991,"2"
"5","proportions",0.9,0.504250488430279,"2"
"5","proportions",1,0.371302809238703,"2"
"5","proportions",-1,0.198069961646875,"3"
"5","proportions",-0.9,0.34989842587964,"3"
"5","proportions",-0.8,0.506083084267875,"3"
"5","proportions",-0.7,0.651654831446308,"3"
"5","proportions",-0.6,0.788176913984362,"3"
"5","proportions",-0.5,0.899863682715555,"3"
"5","proportions",-0.4,0.980286067934586,"3"
"5","proportions",-0.3,1.02391773099054,"3"
"5","proportions",-0.2,1.03092540110718,"3"
"5","proportions",-0.1,1.02444076020797,"3"
"5","proportions",0,1.02443788332733,"3"
"5","proportions",0.1,1.02520773510303,"3"
"5","proportions",0.2,1.02667299523089,"3"
"5","proportions",0.3,1.02022930155384,"3"
"5","proportions",0.4,0.973998851884248,"3"
"5","proportions",0.5,0.891631582366984,"3"
"5","proportions",0.6,0.782411493879843,"3"
"5","proportions",0.7,0.648079048340444,"3"
"5","proportions",0.8,0.509309924543092,"3"
"5","proportions",0.9,0.356572237323744,"3"
"5","proportions",1,0.201213423496181,"3"
"5","proportions",-1,0.122473744824757,"4"
"5","proportions",-0.9,0.291250639437841,"4"
"5","proportions",-0.8,0.451845485926702,"4"
"5","proportions",-0.7,0.606810344949423,"4"
"5","proportions",-0.6,0.743040453538843,"4"
"5","proportions",-0.5,0.862055818852165,"4"
"5","proportions",-0.4,0.951957158990814,"4"
"5","proportions",-0.3,1.02289573364721,"4"
"5","proportions",-0.2,1.09186572416123,"4"
"5","proportions",-0.1,1.16257883370461,"4"
"5","proportions",0,1.21284944564059,"4"
"5","proportions",0.1,1.18214358560833,"4"
"5","proportions",0.2,1.09296963572685,"4"
"5","proportions",0.3,1.01422141887746,"4"
"5","proportions",0.4,0.936417194380412,"4"
"5","proportions",0.5,0.846608764548456,"4"
"5","proportions",0.6,0.736546904906816,"4"
"5","proportions",0.7,0.605957450817626,"4"
"5","proportions",0.8,0.452157756165383,"4"
"5","proportions",0.9,0.294739669209212,"4"
"5","proportions",1,0.123635118629784,"4"
"5","proportions",-1,0.0847218640221924,"5"
"5","proportions",-0.9,0.264773497261664,"5"
"5","proportions",-0.8,0.431217877940926,"5"
"5","proportions",-0.7,0.595696064045701,"5"
"5","proportions",-0.6,0.736651254362866,"5"
"5","proportions",-0.5,0.842811004714615,"5"
"5","proportions",-0.4,0.931695964467369,"5"
"5","proportions",-0.3,1.00439150165036,"5"
"5","proportions",-0.2,1.04144872617547,"5"
"5","proportions",-0.1,1.03640006461226,"5"
"5","proportions",0,1.02580987710319,"5"
"5","proportions",0.1,1.02705939506335,"5"
"5","proportions",0.2,1.02876847417519,"5"
"5","proportions",0.3,1.00326448256488,"5"
"5","proportions",0.4,0.930370412320176,"5"
"5","proportions",0.5,0.839830232690185,"5"
"5","proportions",0.6,0.719687677921515,"5"
"5","proportions",0.7,0.581910285544782,"5"
"5","proportions",0.8,0.424776082982937,"5"
"5","proportions",0.9,0.2543058496803,"5"
"5","proportions",1,0.0823375561300144,"5"
"6","equal",-1,1.00461988845663,"1"
"6","equal",-0.9,0.999468959489448,"1"
"6","equal",-0.8,0.99724862399774,"1"
"6","equal",-0.7,0.995567084032442,"1"
"6","equal",-0.6,0.994190547784972,"1"
"6","equal",-0.5,0.993027856751247,"1"
"6","equal",-0.4,0.992032686375285,"1"
"6","equal",-0.3,0.991178402764989,"1"
"6","equal",-0.2,0.990448849730233,"1"
"6","equal",-0.1,0.989834298756029,"1"
"6","equal",0,0.989329507392789,"1"
"6","equal",0.1,0.988932816666322,"1"
"6","equal",0.2,0.988645885550817,"1"
"6","equal",0.3,0.988473956495866,"1"
"6","equal",0.4,0.988426758016454,"1"
"6","equal",0.5,0.988520446302709,"1"
"6","equal",0.6,0.988781655246726,"1"
"6","equal",0.7,0.989256709404487,"1"
"6","equal",0.8,0.990036767280078,"1"
"6","equal",0.9,0.991355620682078,"1"
"6","equal",1,0.995605067559551,"1"
"6","equal",-1,0.368748941132814,"2"
"6","equal",-0.9,0.49569981563217,"2"
"6","equal",-0.8,0.616096766711885,"2"
"6","equal",-0.7,0.738147744669109,"2"
"6","equal",-0.6,0.867231386500029,"2"
"6","equal",-0.5,0.993308583944281,"2"
"6","equal",-0.4,1.12797544724067,"2"
"6","equal",-0.3,1.25520522145423,"2"
"6","equal",-0.2,1.39277673878628,"2"
"6","equal",-0.1,1.51747119815497,"2"
"6","equal",0,1.62739890107099,"2"
"6","equal",0.1,1.50241523111621,"2"
"6","equal",0.2,1.37912948254285,"2"
"6","equal",0.3,1.25304052236522,"2"
"6","equal",0.4,1.13370025328785,"2"
"6","equal",0.5,1.00614182574838,"2"
"6","equal",0.6,0.884177220053115,"2"
"6","equal",0.7,0.762466164582686,"2"
"6","equal",0.8,0.623205596331865,"2"
"6","equal",0.9,0.494137991739802,"2"
"6","equal",1,0.360388611912599,"2"
"6","equal",-1,0.190537952423172,"3"
"6","equal",-0.9,0.364365558951442,"3"
"6","equal",-0.8,0.556398569533908,"3"
"6","equal",-0.7,0.764687228332432,"3"
"6","equal",-0.6,0.985291278505666,"3"
"6","equal",-0.5,1.21016835962114,"3"
"6","equal",-0.4,1.44822342917101,"3"
"6","equal",-0.3,1.71134984948807,"3"
"6","equal",-0.2,1.98194533667302,"3"
"6","equal",-0.1,2.25229502061998,"3"
"6","equal",0,2.47151388938309,"3"
"6","equal",0.1,2.20676038525177,"3"
"6","equal",0.2,1.96109378619486,"3"
"6","equal",0.3,1.71645929970615,"3"
"6","equal",0.4,1.45031944150252,"3"
"6","equal",0.5,1.21151546512396,"3"
"6","equal",0.6,0.986388785852731,"3"
"6","equal",0.7,0.763583139000056,"3"
"6","equal",0.8,0.557281563993203,"3"
"6","equal",0.9,0.363820632500339,"3"
"6","equal",1,0.191293259733517,"3"
"6","equal",-1,0.118555038300531,"4"
"6","equal",-0.9,0.312995831347033,"4"
"6","equal",-0.8,0.529381606977297,"4"
"6","equal",-0.7,0.789821089967895,"4"
"6","equal",-0.6,1.07169106739222,"4"
"6","equal",-0.5,1.38397064679497,"4"
"6","equal",-0.4,1.70803500648916,"4"
"6","equal",-0.3,2.0872907496786,"4"
"6","equal",-0.2,2.49598620312956,"4"
"6","equal",-0.1,2.90179586435949,"4"
"6","equal",0,3.25655716610913,"4"
"6","equal",0.1,2.87267764471377,"4"
"6","equal",0.2,2.48528949849154,"4"
"6","equal",0.3,2.10596557828605,"4"
"6","equal",0.4,1.75175090391157,"4"
"6","equal",0.5,1.42070787223849,"4"
"6","equal",0.6,1.10463732849217,"4"
"6","equal",0.7,0.815797577150937,"4"
"6","equal",0.8,0.54349194533461,"4"
"6","equal",0.9,0.312590384803732,"4"
"6","equal",1,0.118550289596081,"4"
"6","equal",-1,0.0796741697530874,"5"
"6","equal",-0.9,0.284620658665346,"5"
"6","equal",-0.8,0.542467821475414,"5"
"6","equal",-0.7,0.827633684611094,"5"
"6","equal",-0.6,1.17100051828601,"5"
"6","equal",-0.5,1.57592324581515,"5"
"6","equal",-0.4,2.01598209188589,"5"
"6","equal",-0.3,2.4463836905491,"5"
"6","equal",-0.2,2.96697702293907,"5"
"6","equal",-0.1,3.51573877403429,"5"
"6","equal",0,3.96726320514544,"5"
"6","equal",0.1,3.43878640403348,"5"
"6","equal",0.2,2.95683146862389,"5"
"6","equal",0.3,2.48344974321865,"5"
"6","equal",0.4,2.04340160632368,"5"
"6","equal",0.5,1.58239183417309,"5"
"6","equal",0.6,1.19314222671177,"5"
"6","equal",0.7,0.84395894172796,"5"
"6","equal",0.8,0.537428915488629,"5"
"6","equal",0.9,0.28496751587384,"5"
"6","equal",1,0.0812014008007232,"5"
"6","proportions",-1,1.00461988845663,"1"
"6","proportions",-0.9,0.999468959489448,"1"
"6","proportions",-0.8,0.99724862399774,"1"
"6","proportions",-0.7,0.995567084032442,"1"
"6","proportions",-0.6,0.994190547784972,"1"
"6","proportions",-0.5,0.993027856751247,"1"
"6","proportions",-0.4,0.992032686375285,"1"
"6","proportions",-0.3,0.991178402764989,"1"
"6","proportions",-0.2,0.990448849730233,"1"
"6","proportions",-0.1,0.989834298756029,"1"
"6","proportions",0,0.989329507392789,"1"
"6","proportions",0.1,0.988932816666322,"1"
"6","proportions",0.2,0.988645885550817,"1"
"6","proportions",0.3,0.988473956495866,"1"
"6","proportions",0.4,0.988426758016454,"1"
"6","proportions",0.5,0.988520446302709,"1"
"6","proportions",0.6,0.988781655246726,"1"
"6","proportions",0.7,0.989256709404487,"1"
"6","proportions",0.8,0.990036767280078,"1"
"6","proportions",0.9,0.991355620682078,"1"
"6","proportions",1,0.995605067559551,"1"
"6","proportions",-1,0.368765741355919,"2"
"6","proportions",-0.9,0.496036422922656,"2"
"6","proportions",-0.8,0.615728283422078,"2"
"6","proportions",-0.7,0.740197832156559,"2"
"6","proportions",-0.6,0.86705038394198,"2"
"6","proportions",-0.5,0.99088879043632,"2"
"6","proportions",-0.4,1.12601399455995,"2"
"6","proportions",-0.3,1.25684093357041,"2"
"6","proportions",-0.2,1.39478569867268,"2"
"6","proportions",-0.1,1.51994502236993,"2"
"6","proportions",0,1.63460175202539,"2"
"6","proportions",0.1,1.50166479444173,"2"
"6","proportions",0.2,1.38305167190467,"2"
"6","proportions",0.3,1.25090390097535,"2"
"6","proportions",0.4,1.13596183851173,"2"
"6","proportions",0.5,1.00836796888342,"2"
"6","proportions",0.6,0.882651691621839,"2"
"6","proportions",0.7,0.76039430381262,"2"
"6","proportions",0.8,0.622684686416566,"2"
"6","proportions",0.9,0.493964660775949,"2"
"6","proportions",1,0.360414955836318,"2"
"6","proportions",-1,0.195816436738341,"3"
"6","proportions",-0.9,0.348762521049145,"3"
"6","proportions",-0.8,0.497836098332876,"3"
"6","proportions",-0.7,0.635452893350738,"3"
"6","proportions",-0.6,0.764687830328082,"3"
"6","proportions",-0.5,0.864300596082085,"3"
"6","proportions",-0.4,0.951179375538394,"3"
"6","proportions",-0.3,0.998868445824477,"3"
"6","proportions",-0.2,0.994692756006633,"3"
"6","proportions",-0.1,0.989800128598182,"3"
"6","proportions",0,0.989546256224178,"3"
"6","proportions",0.1,0.989045086847458,"3"
"6","proportions",0.2,0.995161842198056,"3"
"6","proportions",0.3,1.00721124841091,"3"
"6","proportions",0.4,0.982446087943353,"3"
"6","proportions",0.5,0.90355865225306,"3"
"6","proportions",0.6,0.784518799537912,"3"
"6","proportions",0.7,0.651475953975161,"3"
"6","proportions",0.8,0.502145548669059,"3"
"6","proportions",0.9,0.35168030971511,"3"
"6","proportions",1,0.196132944903132,"3"
"6","proportions",-1,0.121613355170963,"4"
"6","proportions",-0.9,0.286828088183828,"4"
"6","proportions",-0.8,0.445119483974148,"4"
"6","proportions",-0.7,0.592948369465714,"4"
"6","proportions",-0.6,0.725703109963057,"4"
"6","proportions",-0.5,0.836455296337009,"4"
"6","proportions",-0.4,0.920780908437244,"4"
"6","proportions",-0.3,0.984208177026446,"4"
"6","proportions",-0.2,1.06342127359322,"4"
