"","replicate","U_x","U_y","k"
"1",1,0,0,1
"2",2,0,0,1
"3",3,0,0,1
"4",4,0,0,1
"5",5,0,0,1
"6",6,0,0,1
"7",7,0,0,1
"8",8,0,0,1
"9",9,0,0,1
"10",10,0,0,1
"11",1,0,0.1,1
"12",2,0,0.1,1
"13",3,0,0.1,1
"14",4,0,0.1,1
"15",5,0,0.1,1
"16",6,0,0.1,1
"17",7,0,0.1,1
"18",8,0,0.1,1
"19",9,0,0.1,1
"20",10,0,0.1,1
"21",1,0,0.2,1
"22",2,0,0.2,1
"23",3,0,0.2,1
"24",4,0,0.2,1
"25",5,0,0.2,1
"26",6,0,0.2,1
"27",7,0,0.2,1
"28",8,0,0.2,1
"29",9,0,0.2,1
"30",10,0,0.2,1
"31",1,0,0.3,1
"32",2,0,0.3,1
"33",3,0,0.3,1
"34",4,0,0.3,1
"35",5,0,0.3,1
"36",6,0,0.3,1
"37",7,0,0.3,1
"38",8,0,0.3,1
"39",9,0,0.3,1
"40",10,0,0.3,1
"41",1,0,0.4,1
"42",2,0,0.4,1
"43",3,0,0.4,1
"44",4,0,0.4,1
"45",5,0,0.4,1
"46",6,0,0.4,1
"47",7,0,0.4,1
"48",8,0,0.4,1
"49",9,0,0.4,1
"50",10,0,0.4,1
"51",1,0,0.5,1
"52",2,0,0.5,1
"53",3,0,0.5,1
"54",4,0,0.5,1
"55",5,0,0.5,1
"56",6,0,0.5,1
"57",7,0,0.5,1
"58",8,0,0.5,1
"59",9,0,0.5,1
"60",10,0,0.5,1
"61",1,0,0.6,1
"62",2,0,0.6,1
"63",3,0,0.6,1
"64",4,0,0.6,1
"65",5,0,0.6,1
"66",6,0,0.6,1
"67",7,0,0.6,1
"68",8,0,0.6,1
"69",9,0,0.6,1
"70",10,0,0.6,1
"71",1,0,0.7,1
"72",2,0,0.7,1
"73",3,0,0.7,1
"74",4,0,0.7,1
"75",5,0,0.7,1
"76",6,0,0.7,1
"77",7,0,0.7,1
"78",8,0,0.7,1
"79",9,0,0.7,1
"80",10,0,0.7,1
"81",1,0,0.8,1
"82",2,0,0.8,1
"83",3,0,0.8,1
"84",4,0,0.8,1
"85",5,0,0.8,1
"86",6,0,0.8,1
"87",7,0,0.8,1
"88",8,0,0.8,1
"89",9,0,0.8,1
"90",10,0,0.8,1
"91",1,0,0.9,1
"92",2,0,0.9,1
"93",3,0,0.9,1
"94",4,0,0.9,1
"95",5,0,0.9,1
"96",6,0,0.9,1
"97",7,0,0.9,1
"98",8,0,0.9,1
"99",9,0,0.9,1
"100",10,0,0.9,1
"101",1,0,1,1
"102",2,0,1,1
"103",3,0,1,1
"104",4,0,1,1
"105",5,0,1,1
"106",6,0,1,1
"107",7,0,1,1
"108",8,0,1,1
"109",9,0,1,1
"110",10,0,1,1
"111",1,0,1.1,1
"112",2,0,1.1,1
"113",3,0,1.1,1
"114",4,0,1.1,1
"115",5,0,1.1,1
"116",6,0,1.1,1
"117",7,0,1.1,1
"118",8,0,1.1,1
"119",9,0,1.1,1
"120",10,0,1.1,1
"121",1,0,1.2,1
"122",2,0,1.2,1
"123",3,0,1.2,1
"124",4,0,1.2,1
"125",5,0,1.2,1
"126",6,0,1.2,1
"127",7,0,1.2,1
"128",8,0,1.2,1
"129",9,0,1.2,1
"130",10,0,1.2,1
"131",1,0,1.3,1
"132",2,0,1.3,1
"133",3,0,1.3,1
"134",4,0,1.3,1
"135",5,0,1.3,1
"136",6,0,1.3,1
"137",7,0,1.3,1
"138",8,0,1.3,1
"139",9,0,1.3,1
"140",10,0,1.3,1
"141",1,0,1.4,1
"142",2,0,1.4,1
"143",3,0,1.4,1
"144",4,0,1.4,1
"145",5,0,1.4,1
"146",6,0,1.4,1
"147",7,0,1.4,1
"148",8,0,1.4,1
"149",9,0,1.4,1
"150",10,0,1.4,1
"151",1,0,1.5,1
"152",2,0,1.5,1
"153",3,0,1.5,1
"154",4,0,1.5,1
"155",5,0,1.5,1
"156",6,0,1.5,1
"157",7,0,1.5,1
"158",8,0,1.5,1
"159",9,0,1.5,1
"160",10,0,1.5,1
"161",1,0,1.6,1
"162",2,0,1.6,1
"163",3,0,1.6,1
"164",4,0,1.6,1
"165",5,0,1.6,1
"166",6,0,1.6,1
"167",7,0,1.6,1
"168",8,0,1.6,1
"169",9,0,1.6,1
"170",10,0,1.6,1
"171",1,0,1.7,1
"172",2,0,1.7,1
"173",3,0,1.7,1
"174",4,0,1.7,1
"175",5,0,1.7,1
"176",6,0,1.7,1
"177",7,0,1.7,1
"178",8,0,1.7,1
"179",9,0,1.7,1
"180",10,0,1.7,1
"181",1,0,1.8,1
"182",2,0,1.8,1
"183",3,0,1.8,1
"184",4,0,1.8,1
"185",5,0,1.8,1
"186",6,0,1.8,1
"187",7,0,1.8,1
"188",8,0,1.8,1
"189",9,0,1.8,1
"190",10,0,1.8,1
"191",1,0,1.9,1
"192",2,0,1.9,1
"193",3,0,1.9,1
"194",4,0,1.9,1
"195",5,0,1.9,1
"196",6,0,1.9,1
"197",7,0,1.9,1
"198",8,0,1.9,1
"199",9,0,1.9,1
"200",10,0,1.9,1
"201",1,0,2,1
"202",2,0,2,1
"203",3,0,2,1
"204",4,0,2,1
"205",5,0,2,1
"206",6,0,2,1
"207",7,0,2,1
"208",8,0,2,1
"209",9,0,2,1
"210",10,0,2,1
"211",1,0,2.1,1
"212",2,0,2.1,1
"213",3,0,2.1,1
"214",4,0,2.1,1
"215",5,0,2.1,1
"216",6,0,2.1,1
"217",7,0,2.1,1
"218",8,0,2.1,1
"219",9,0,2.1,1
"220",10,0,2.1,1
"221",1,0,2.2,1
"222",2,0,2.2,1
"223",3,0,2.2,1
"224",4,0,2.2,1
"225",5,0,2.2,1
"226",6,0,2.2,1
"227",7,0,2.2,1
"228",8,0,2.2,1
"229",9,0,2.2,1
"230",10,0,2.2,1
"231",1,0,2.3,1
"232",2,0,2.3,1
"233",3,0,2.3,1
"234",4,0,2.3,1
"235",5,0,2.3,1
"236",6,0,2.3,1
"237",7,0,2.3,1
"238",8,0,2.3,1
"239",9,0,2.3,1
"240",10,0,2.3,1
"241",1,0,2.4,1
"242",2,0,2.4,1
"243",3,0,2.4,1
"244",4,0,2.4,1
"245",5,0,2.4,1
"246",6,0,2.4,1
"247",7,0,2.4,1
"248",8,0,2.4,1
"249",9,0,2.4,1
"250",10,0,2.4,1
"251",1,0,2.5,1
"252",2,0,2.5,1
"253",3,0,2.5,1
"254",4,0,2.5,1
"255",5,0,2.5,1
"256",6,0,2.5,1
"257",7,0,2.5,1
"258",8,0,2.5,1
"259",9,0,2.5,1
"260",10,0,2.5,1
"261",1,0,2.6,1
"262",2,0,2.6,1
"263",3,0,2.6,1
"264",4,0,2.6,1
"265",5,0,2.6,1
"266",6,0,2.6,1
"267",7,0,2.6,1
"268",8,0,2.6,1
"269",9,0,2.6,1
"270",10,0,2.6,1
"271",1,0,2.7,1
"272",2,0,2.7,1
"273",3,0,2.7,1
"274",4,0,2.7,1
"275",5,0,2.7,1
"276",6,0,2.7,1
"277",7,0,2.7,1
"278",8,0,2.7,1
"279",9,0,2.7,1
"280",10,0,2.7,1
"281",1,0,2.8,1
"282",2,0,2.8,1
"283",3,0,2.8,1
"284",4,0,2.8,1
"285",5,0,2.8,1
"286",6,0,2.8,1
"287",7,0,2.8,1
"288",8,0,2.8,1
"289",9,0,2.8,1
"290",10,0,2.8,1
"291",1,0,2.9,1
"292",2,0,2.9,1
"293",3,0,2.9,1
"294",4,0,2.9,1
"295",5,0,2.9,1
"296",6,0,2.9,1
"297",7,0,2.9,1
"298",8,0,2.9,1
"299",9,0,2.9,1
"300",10,0,2.9,1
"301",1,0,3,1
"302",2,0,3,1
"303",3,0,3,1
"304",4,0,3,1
"305",5,0,3,1
"306",6,0,3,1
"307",7,0,3,1
"308",8,0,3,1
"309",9,0,3,1
"310",10,0,3,1
"311",1,0.1,0,1
"312",2,0.1,0,1
"313",3,0.1,0,1
"314",4,0.1,0,1
"315",5,0.1,0,1
"316",6,0.1,0,1
"317",7,0.1,0,1
"318",8,0.1,0,1
"319",9,0.1,0,1
"320",10,0.1,0,1
"321",1,0.1,0.1,1
"322",2,0.1,0.1,1
"323",3,0.1,0.1,1
"324",4,0.1,0.1,1
"325",5,0.1,0.1,1
"326",6,0.1,0.1,1
"327",7,0.1,0.1,1
"328",8,0.1,0.1,1
"329",9,0.1,0.1,1
"330",10,0.1,0.1,1
"331",1,0.1,0.2,1
"332",2,0.1,0.2,1
"333",3,0.1,0.2,1
"334",4,0.1,0.2,1
"335",5,0.1,0.2,1
"336",6,0.1,0.2,1
"337",7,0.1,0.2,1
"338",8,0.1,0.2,1
"339",9,0.1,0.2,1
"340",10,0.1,0.2,1
"341",1,0.1,0.3,1
"342",2,0.1,0.3,1
"343",3,0.1,0.3,1
"344",4,0.1,0.3,1
"345",5,0.1,0.3,1
"346",6,0.1,0.3,1
"347",7,0.1,0.3,1
"348",8,0.1,0.3,1
"349",9,0.1,0.3,1
"350",10,0.1,0.3,1
"351",1,0.1,0.4,1
"352",2,0.1,0.4,1
"353",3,0.1,0.4,1
"354",4,0.1,0.4,1
"355",5,0.1,0.4,1
"356",6,0.1,0.4,1
"357",7,0.1,0.4,1
"358",8,0.1,0.4,1
"359",9,0.1,0.4,1
"360",10,0.1,0.4,1
"361",1,0.1,0.5,1
"362",2,0.1,0.5,1
"363",3,0.1,0.5,1
"364",4,0.1,0.5,1
"365",5,0.1,0.5,1
"366",6,0.1,0.5,1
"367",7,0.1,0.5,1
"368",8,0.1,0.5,1
"369",9,0.1,0.5,1
"370",10,0.1,0.5,1
"371",1,0.1,0.6,1
"372",2,0.1,0.6,1
"373",3,0.1,0.6,1
"374",4,0.1,0.6,1
"375",5,0.1,0.6,1
"376",6,0.1,0.6,1
"377",7,0.1,0.6,1
"378",8,0.1,0.6,1
"379",9,0.1,0.6,1
"380",10,0.1,0.6,1
"381",1,0.1,0.7,1
"382",2,0.1,0.7,1
"383",3,0.1,0.7,1
"384",4,0.1,0.7,1
"385",5,0.1,0.7,1
"386",6,0.1,0.7,1
"387",7,0.1,0.7,1
"388",8,0.1,0.7,1
"389",9,0.1,0.7,1
"390",10,0.1,0.7,1
"391",1,0.1,0.8,1
"392",2,0.1,0.8,1
"393",3,0.1,0.8,1
"394",4,0.1,0.8,1
"395",5,0.1,0.8,1
"396",6,0.1,0.8,1
"397",7,0.1,0.8,1
"398",8,0.1,0.8,1
"399",9,0.1,0.8,1
"400",10,0.1,0.8,1
"401",1,0.1,0.9,1
"402",2,0.1,0.9,1
"403",3,0.1,0.9,1
"404",4,0.1,0.9,1
"405",5,0.1,0.9,1
"406",6,0.1,0.9,1
"407",7,0.1,0.9,1
"408",8,0.1,0.9,1
"409",9,0.1,0.9,1
"410",10,0.1,0.9,1
"411",1,0.1,1,1
"412",2,0.1,1,1
"413",3,0.1,1,1
"414",4,0.1,1,1
"415",5,0.1,1,1
"416",6,0.1,1,1
"417",7,0.1,1,1
"418",8,0.1,1,1
"419",9,0.1,1,1
"420",10,0.1,1,1
"421",1,0.1,1.1,1
"422",2,0.1,1.1,1
"423",3,0.1,1.1,1
"424",4,0.1,1.1,1
"425",5,0.1,1.1,1
"426",6,0.1,1.1,1
"427",7,0.1,1.1,1
"428",8,0.1,1.1,1
"429",9,0.1,1.1,1
"430",10,0.1,1.1,1
"431",1,0.1,1.2,1
"432",2,0.1,1.2,1
"433",3,0.1,1.2,1
"434",4,0.1,1.2,1
"435",5,0.1,1.2,1
"436",6,0.1,1.2,1
"437",7,0.1,1.2,1
"438",8,0.1,1.2,1
"439",9,0.1,1.2,1
"440",10,0.1,1.2,1
"441",1,0.1,1.3,1
"442",2,0.1,1.3,1
"443",3,0.1,1.3,1
"444",4,0.1,1.3,1
"445",5,0.1,1.3,1
"446",6,0.1,1.3,1
"447",7,0.1,1.3,1
"448",8,0.1,1.3,1
"449",9,0.1,1.3,1
"450",10,0.1,1.3,1
"451",1,0.1,1.4,1
"452",2,0.1,1.4,1
"453",3,0.1,1.4,1
"454",4,0.1,1.4,1
"455",5,0.1,1.4,1
"456",6,0.1,1.4,1
"457",7,0.1,1.4,1
"458",8,0.1,1.4,1
"459",9,0.1,1.4,1
"460",10,0.1,1.4,1
"461",1,0.1,1.5,1
"462",2,0.1,1.5,1
"463",3,0.1,1.5,1
"464",4,0.1,1.5,1
"465",5,0.1,1.5,1
"466",6,0.1,1.5,1
"467",7,0.1,1.5,1
"468",8,0.1,1.5,1
"469",9,0.1,1.5,1
"470",10,0.1,1.5,1
"471",1,0.1,1.6,1
"472",2,0.1,1.6,1
"473",3,0.1,1.6,1
"474",4,0.1,1.6,1
"475",5,0.1,1.6,1
"476",6,0.1,1.6,1
"477",7,0.1,1.6,1
"478",8,0.1,1.6,1
"479",9,0.1,1.6,1
"480",10,0.1,1.6,1
"481",1,0.1,1.7,1
"482",2,0.1,1.7,1
"483",3,0.1,1.7,1
"484",4,0.1,1.7,1
"485",5,0.1,1.7,1
"486",6,0.1,1.7,1
"487",7,0.1,1.7,1
"488",8,0.1,1.7,1
"489",9,0.1,1.7,1
"490",10,0.1,1.7,1
"491",1,0.1,1.8,1
"492",2,0.1,1.8,1
"493",3,0.1,1.8,1
"494",4,0.1,1.8,1
"495",5,0.1,1.8,1
"496",6,0.1,1.8,1
"497",7,0.1,1.8,1
"498",8,0.1,1.8,1
"499",9,0.1,1.8,1
"500",10,0.1,1.8,1
"501",1,0.1,1.9,1
"502",2,0.1,1.9,1
"503",3,0.1,1.9,1
"504",4,0.1,1.9,1
"505",5,0.1,1.9,1
"506",6,0.1,1.9,1
"507",7,0.1,1.9,1
"508",8,0.1,1.9,1
"509",9,0.1,1.9,1
"510",10,0.1,1.9,1
"511",1,0.1,2,1
"512",2,0.1,2,1
"513",3,0.1,2,1
"514",4,0.1,2,1
"515",5,0.1,2,1
"516",6,0.1,2,1
"517",7,0.1,2,1
"518",8,0.1,2,1
"519",9,0.1,2,1
"520",10,0.1,2,1
"521",1,0.1,2.1,1
"522",2,0.1,2.1,1
"523",3,0.1,2.1,1
"524",4,0.1,2.1,1
"525",5,0.1,2.1,1
"526",6,0.1,2.1,1
"527",7,0.1,2.1,1
"528",8,0.1,2.1,1
"529",9,0.1,2.1,1
"530",10,0.1,2.1,1
"531",1,0.1,2.2,1
"532",2,0.1,2.2,1
"533",3,0.1,2.2,1
"534",4,0.1,2.2,1
"535",5,0.1,2.2,1
"536",6,0.1,2.2,1
"537",7,0.1,2.2,1
"538",8,0.1,2.2,1
"539",9,0.1,2.2,1
"540",10,0.1,2.2,1
"541",1,0.1,2.3,1
"542",2,0.1,2.3,1
"543",3,0.1,2.3,1
"544",4,0.1,2.3,1
"545",5,0.1,2.3,1
"546",6,0.1,2.3,1
"547",7,0.1,2.3,1
"548",8,0.1,2.3,1
"549",9,0.1,2.3,1
"550",10,0.1,2.3,1
"551",1,0.1,2.4,1
"552",2,0.1,2.4,1
"553",3,0.1,2.4,1
"554",4,0.1,2.4,1
"555",5,0.1,2.4,1
"556",6,0.1,2.4,1
"557",7,0.1,2.4,1
"558",8,0.1,2.4,1
"559",9,0.1,2.4,1
"560",10,0.1,2.4,1
"561",1,0.1,2.5,1
"562",2,0.1,2.5,1
"563",3,0.1,2.5,1
"564",4,0.1,2.5,1
"565",5,0.1,2.5,1
"566",6,0.1,2.5,1
"567",7,0.1,2.5,1
"568",8,0.1,2.5,1
"569",9,0.1,2.5,1
"570",10,0.1,2.5,1
"571",1,0.1,2.6,1
"572",2,0.1,2.6,1
"573",3,0.1,2.6,1
"574",4,0.1,2.6,1
"575",5,0.1,2.6,1
"576",6,0.1,2.6,1
"577",7,0.1,2.6,1
"578",8,0.1,2.6,1
"579",9,0.1,2.6,1
"580",10,0.1,2.6,1
"581",1,0.1,2.7,1
"582",2,0.1,2.7,1
"583",3,0.1,2.7,1
"584",4,0.1,2.7,1
"585",5,0.1,2.7,1
"586",6,0.1,2.7,1
"587",7,0.1,2.7,1
"588",8,0.1,2.7,1
"589",9,0.1,2.7,1
"590",10,0.1,2.7,1
"591",1,0.1,2.8,1
"592",2,0.1,2.8,1
"593",3,0.1,2.8,1
"594",4,0.1,2.8,1
"595",5,0.1,2.8,1
"596",6,0.1,2.8,1
"597",7,0.1,2.8,1
"598",8,0.1,2.8,1
"599",9,0.1,2.8,1
"600",10,0.1,2.8,1
"601",1,0.1,2.9,1
"602",2,0.1,2.9,1
"603",3,0.1,2.9,1
"604",4,0.1,2.9,1
"605",5,0.1,2.9,1
"606",6,0.1,2.9,1
"607",7,0.1,2.9,1
"608",8,0.1,2.9,1
"609",9,0.1,2.9,1
"610",10,0.1,2.9,1
"611",1,0.1,3,1
"612",2,0.1,3,1
"613",3,0.1,3,1
"614",4,0.1,3,1
"615",5,0.1,3,1
"616",6,0.1,3,1
"617",7,0.1,3,1
"618",8,0.1,3,1
"619",9,0.1,3,1
"620",10,0.1,3,1
"621",1,0.2,0,1
"622",2,0.2,0,1
"623",3,0.2,0,1
"624",4,0.2,0,1
"625",5,0.2,0,1
"626",6,0.2,0,1
"627",7,0.2,0,1
"628",8,0.2,0,1
"629",9,0.2,0,1
"630",10,0.2,0,1
"631",1,0.2,0.1,1
"632",2,0.2,0.1,1
"633",3,0.2,0.1,1
"634",4,0.2,0.1,1
"635",5,0.2,0.1,1
"636",6,0.2,0.1,1
"637",7,0.2,0.1,1
"638",8,0.2,0.1,1
"639",9,0.2,0.1,1
"640",10,0.2,0.1,1
"641",1,0.2,0.2,1
"642",2,0.2,0.2,1
"643",3,0.2,0.2,1
"644",4,0.2,0.2,1
"645",5,0.2,0.2,1
"646",6,0.2,0.2,1
"647",7,0.2,0.2,1
"648",8,0.2,0.2,1
"649",9,0.2,0.2,1
"650",10,0.2,0.2,1
"651",1,0.2,0.3,1
"652",2,0.2,0.3,1
"653",3,0.2,0.3,1
"654",4,0.2,0.3,1
"655",5,0.2,0.3,1
"656",6,0.2,0.3,1
"657",7,0.2,0.3,1
"658",8,0.2,0.3,1
"659",9,0.2,0.3,1
"660",10,0.2,0.3,1
"661",1,0.2,0.4,1
"662",2,0.2,0.4,1
"663",3,0.2,0.4,1
"664",4,0.2,0.4,1
"665",5,0.2,0.4,1
"666",6,0.2,0.4,1
"667",7,0.2,0.4,1
"668",8,0.2,0.4,1
"669",9,0.2,0.4,1
"670",10,0.2,0.4,1
"671",1,0.2,0.5,1
"672",2,0.2,0.5,1
"673",3,0.2,0.5,1
"674",4,0.2,0.5,1
"675",5,0.2,0.5,1
"676",6,0.2,0.5,1
"677",7,0.2,0.5,1
"678",8,0.2,0.5,1
"679",9,0.2,0.5,1
"680",10,0.2,0.5,1
"681",1,0.2,0.6,1
"682",2,0.2,0.6,1
"683",3,0.2,0.6,1
"684",4,0.2,0.6,1
"685",5,0.2,0.6,1
"686",6,0.2,0.6,1
"687",7,0.2,0.6,1
"688",8,0.2,0.6,1
"689",9,0.2,0.6,1
"690",10,0.2,0.6,1
"691",1,0.2,0.7,1
"692",2,0.2,0.7,1
"693",3,0.2,0.7,1
"694",4,0.2,0.7,1
"695",5,0.2,0.7,1
"696",6,0.2,0.7,1
"697",7,0.2,0.7,1
"698",8,0.2,0.7,1
"699",9,0.2,0.7,1
"700",10,0.2,0.7,1
"701",1,0.2,0.8,1
"702",2,0.2,0.8,1
"703",3,0.2,0.8,1
"704",4,0.2,0.8,1
"705",5,0.2,0.8,1
"706",6,0.2,0.8,1
"707",7,0.2,0.8,1
"708",8,0.2,0.8,1
"709",9,0.2,0.8,1
"710",10,0.2,0.8,1
"711",1,0.2,0.9,1
"712",2,0.2,0.9,1
"713",3,0.2,0.9,1
"714",4,0.2,0.9,1
"715",5,0.2,0.9,1
"716",6,0.2,0.9,1
"717",7,0.2,0.9,1
"718",8,0.2,0.9,1
"719",9,0.2,0.9,1
"720",10,0.2,0.9,1
"721",1,0.2,1,1
"722",2,0.2,1,1
"723",3,0.2,1,1
"724",4,0.2,1,1
"725",5,0.2,1,1
"726",6,0.2,1,1
"727",7,0.2,1,1
"728",8,0.2,1,1
"729",9,0.2,1,1
"730",10,0.2,1,1
"731",1,0.2,1.1,1
"732",2,0.2,1.1,1
"733",3,0.2,1.1,1
"734",4,0.2,1.1,1
"735",5,0.2,1.1,1
"736",6,0.2,1.1,1
"737",7,0.2,1.1,1
"738",8,0.2,1.1,1
"739",9,0.2,1.1,1
"740",10,0.2,1.1,1
"741",1,0.2,1.2,1
"742",2,0.2,1.2,1
"743",3,0.2,1.2,1
"744",4,0.2,1.2,1
"745",5,0.2,1.2,1
"746",6,0.2,1.2,1
"747",7,0.2,1.2,1
"748",8,0.2,1.2,1
"749",9,0.2,1.2,1
"750",10,0.2,1.2,1
"751",1,0.2,1.3,1
"752",2,0.2,1.3,1
"753",3,0.2,1.3,1
"754",4,0.2,1.3,1
"755",5,0.2,1.3,1
"756",6,0.2,1.3,1
"757",7,0.2,1.3,1
"758",8,0.2,1.3,1
"759",9,0.2,1.3,1
"760",10,0.2,1.3,1
"761",1,0.2,1.4,1
"762",2,0.2,1.4,1
"763",3,0.2,1.4,1
"764",4,0.2,1.4,1
"765",5,0.2,1.4,1
"766",6,0.2,1.4,1
"767",7,0.2,1.4,1
"768",8,0.2,1.4,1
"769",9,0.2,1.4,1
"770",10,0.2,1.4,1
"771",1,0.2,1.5,1
"772",2,0.2,1.5,1
"773",3,0.2,1.5,1
"774",4,0.2,1.5,1
"775",5,0.2,1.5,1
"776",6,0.2,1.5,1
"777",7,0.2,1.5,1
"778",8,0.2,1.5,1
"779",9,0.2,1.5,1
"780",10,0.2,1.5,1
"781",1,0.2,1.6,1
"782",2,0.2,1.6,1
"783",3,0.2,1.6,1
"784",4,0.2,1.6,1
"785",5,0.2,1.6,1
"786",6,0.2,1.6,1
"787",7,0.2,1.6,1
"788",8,0.2,1.6,1
"789",9,0.2,1.6,1
"790",10,0.2,1.6,1
"791",1,0.2,1.7,1
"792",2,0.2,1.7,1
"793",3,0.2,1.7,1
"794",4,0.2,1.7,1
"795",5,0.2,1.7,1
"796",6,0.2,1.7,1
"797",7,0.2,1.7,1
"798",8,0.2,1.7,1
"799",9,0.2,1.7,1
"800",10,0.2,1.7,1
"801",1,0.2,1.8,1
"802",2,0.2,1.8,1
"803",3,0.2,1.8,1
"804",4,0.2,1.8,1
"805",5,0.2,1.8,1
"806",6,0.2,1.8,1
"807",7,0.2,1.8,1
"808",8,0.2,1.8,1
"809",9,0.2,1.8,1
"810",10,0.2,1.8,1
"811",1,0.2,1.9,1
"812",2,0.2,1.9,1
"813",3,0.2,1.9,1
"814",4,0.2,1.9,1
"815",5,0.2,1.9,1
"816",6,0.2,1.9,1
"817",7,0.2,1.9,1
"818",8,0.2,1.9,1
"819",9,0.2,1.9,1
"820",10,0.2,1.9,1
"821",1,0.2,2,1
"822",2,0.2,2,1
"823",3,0.2,2,1
"824",4,0.2,2,1
"825",5,0.2,2,1
"826",6,0.2,2,1
"827",7,0.2,2,1
"828",8,0.2,2,1
"829",9,0.2,2,1
"830",10,0.2,2,1
"831",1,0.2,2.1,1
"832",2,0.2,2.1,1
"833",3,0.2,2.1,1
"834",4,0.2,2.1,1
"835",5,0.2,2.1,1
"836",6,0.2,2.1,1
"837",7,0.2,2.1,1
"838",8,0.2,2.1,1
"839",9,0.2,2.1,1
"840",10,0.2,2.1,1
"841",1,0.2,2.2,1
"842",2,0.2,2.2,1
"843",3,0.2,2.2,1
"844",4,0.2,2.2,1
"845",5,0.2,2.2,1
"846",6,0.2,2.2,1
"847",7,0.2,2.2,1
"848",8,0.2,2.2,1
"849",9,0.2,2.2,1
"850",10,0.2,2.2,1
"851",1,0.2,2.3,1
"852",2,0.2,2.3,1
"853",3,0.2,2.3,1
"854",4,0.2,2.3,1
"855",5,0.2,2.3,1
"856",6,0.2,2.3,1
"857",7,0.2,2.3,1
"858",8,0.2,2.3,1
"859",9,0.2,2.3,1
"860",10,0.2,2.3,1
"861",1,0.2,2.4,1
"862",2,0.2,2.4,1
"863",3,0.2,2.4,1
"864",4,0.2,2.4,1
"865",5,0.2,2.4,1
"866",6,0.2,2.4,1
"867",7,0.2,2.4,1
"868",8,0.2,2.4,1
"869",9,0.2,2.4,1
"870",10,0.2,2.4,1
"871",1,0.2,2.5,1
"872",2,0.2,2.5,1
"873",3,0.2,2.5,1
"874",4,0.2,2.5,1
"875",5,0.2,2.5,1
"876",6,0.2,2.5,1
"877",7,0.2,2.5,1
"878",8,0.2,2.5,1
"879",9,0.2,2.5,1
"880",10,0.2,2.5,1
"881",1,0.2,2.6,1
"882",2,0.2,2.6,1
"883",3,0.2,2.6,1
"884",4,0.2,2.6,1
"885",5,0.2,2.6,1
"886",6,0.2,2.6,1
"887",7,0.2,2.6,1
"888",8,0.2,2.6,1
"889",9,0.2,2.6,1
"890",10,0.2,2.6,1
"891",1,0.2,2.7,1
"892",2,0.2,2.7,1
"893",3,0.2,2.7,1
"894",4,0.2,2.7,1
"895",5,0.2,2.7,1
"896",6,0.2,2.7,1
"897",7,0.2,2.7,1
"898",8,0.2,2.7,1
"899",9,0.2,2.7,1
"900",10,0.2,2.7,1
"901",1,0.2,2.8,1
"902",2,0.2,2.8,1
"903",3,0.2,2.8,1
"904",4,0.2,2.8,1
"905",5,0.2,2.8,1
"906",6,0.2,2.8,1
"907",7,0.2,2.8,1
"908",8,0.2,2.8,1
"909",9,0.2,2.8,1
"910",10,0.2,2.8,1
"911",1,0.2,2.9,1
"912",2,0.2,2.9,1
"913",3,0.2,2.9,1
"914",4,0.2,2.9,1
"915",5,0.2,2.9,1
"916",6,0.2,2.9,1
"917",7,0.2,2.9,1
"918",8,0.2,2.9,1
"919",9,0.2,2.9,1
"920",10,0.2,2.9,1
"921",1,0.2,3,1
"922",2,0.2,3,1
"923",3,0.2,3,1
"924",4,0.2,3,1
"925",5,0.2,3,1
"926",6,0.2,3,1
"927",7,0.2,3,1
"928",8,0.2,3,1
"929",9,0.2,3,1
"930",10,0.2,3,1
"931",1,0.3,0,1
"932",2,0.3,0,1
"933",3,0.3,0,1
"934",4,0.3,0,1
"935",5,0.3,0,1
"936",6,0.3,0,1
"937",7,0.3,0,1
"938",8,0.3,0,1
"939",9,0.3,0,1
"940",10,0.3,0,1
"941",1,0.3,0.1,1
"942",2,0.3,0.1,1
"943",3,0.3,0.1,1
"944",4,0.3,0.1,1
"945",5,0.3,0.1,1
"946",6,0.3,0.1,1
"947",7,0.3,0.1,1
"948",8,0.3,0.1,1
"949",9,0.3,0.1,1
"950",10,0.3,0.1,1
"951",1,0.3,0.2,1
"952",2,0.3,0.2,1
"953",3,0.3,0.2,1
"954",4,0.3,0.2,1
"955",5,0.3,0.2,1
"956",6,0.3,0.2,1
"957",7,0.3,0.2,1
"958",8,0.3,0.2,1
"959",9,0.3,0.2,1
"960",10,0.3,0.2,1
"961",1,0.3,0.3,1
"962",2,0.3,0.3,1
"963",3,0.3,0.3,1
"964",4,0.3,0.3,1
"965",5,0.3,0.3,1
"966",6,0.3,0.3,1
"967",7,0.3,0.3,1
"968",8,0.3,0.3,1
"969",9,0.3,0.3,1
"970",10,0.3,0.3,1
"971",1,0.3,0.4,1
"972",2,0.3,0.4,1
"973",3,0.3,0.4,1
"974",4,0.3,0.4,1
"975",5,0.3,0.4,1
"976",6,0.3,0.4,1
"977",7,0.3,0.4,1
"978",8,0.3,0.4,1
"979",9,0.3,0.4,1
"980",10,0.3,0.4,1
"981",1,0.3,0.5,1
"982",2,0.3,0.5,1
"983",3,0.3,0.5,1
"984",4,0.3,0.5,1
"985",5,0.3,0.5,1
"986",6,0.3,0.5,1
"987",7,0.3,0.5,1
"988",8,0.3,0.5,1
"989",9,0.3,0.5,1
"990",10,0.3,0.5,1
